url	ns	type	id	name	description	code	graphdl	predicate	object	preposition	complement	confidence	occupations	occupationCount
https://tasks.org.ai/Establish_and_communicate_clear_objectives_for_all_lessons,_units,_and_projects_to_students,_parents,_or_guardians.	tasks.org.ai	Task	Establish_and_communicate_clear_objectives_for_all_lessons,_units,_and_projects_to_students,_parents,_or_guardians.	Establish and communicate clear objectives for all lessons, units, and projects to students, parents, or guardians.	Establish and communicate clear objectives for all lessons, units, and projects to students, parents, or guardians.	19071	Establish.communicate.clear.objectives.for.all.lessons,.units,.and.projects.to.students,.parents,.or.guardians. [Establish.clear.objectives.for.lessons,communicate.clear.objectives.for.lessons]	Establish	communicate clear objectives for all lessons, units, and projects to students, parents, or guardians.			1	https://onet.org.ai/Task/19071	1
https://tasks.org.ai/Modify_the_general_preschool_curriculum_for_students_with_disabilities.	tasks.org.ai	Task	Modify_the_general_preschool_curriculum_for_students_with_disabilities.	Modify the general preschool curriculum for students with disabilities.	Modify the general preschool curriculum for students with disabilities.	19074	Modify.general.preschool.curriculum.for.students.disabilities	Modify	general preschool curriculum	for	students disabilities	1	https://onet.org.ai/Task/19074	1
https://tasks.org.ai/Provide_assistive_devices,_supportive_technology,_or_assistance_accessing_facilities,_such_as_restrooms.	tasks.org.ai	Task	Provide_assistive_devices,_supportive_technology,_or_assistance_accessing_facilities,_such_as_restrooms.	Provide assistive devices, supportive technology, or assistance accessing facilities, such as restrooms.	Provide assistive devices, supportive technology, or assistance accessing facilities, such as restrooms.	19098	Provide.assistive.devices	Provide	assistive devices			1	https://onet.org.ai/Task/19098,https://onet.org.ai/Task/22356,https://onet.org.ai/Task/22386	3
https://tasks.org.ai/Organize_and_supervise_games_or_other_recreational_activities_to_promote_physical,_mental,_or_social_development.	tasks.org.ai	Task	Organize_and_supervise_games_or_other_recreational_activities_to_promote_physical,_mental,_or_social_development.	Organize and supervise games or other recreational activities to promote physical, mental, or social development.	Organize and supervise games or other recreational activities to promote physical, mental, or social development.	19077	Organize.supervise.games.or.other.recreational.activities.to.promote.physical,.mental,.or.social.development. [Organize.games.or.recreational.activities.to.physical,supervise.games.or.recreational.activities.to.physical]	Organize	supervise games or other recreational activities to promote physical, mental, or social development.			1	https://onet.org.ai/Task/19077,https://onet.org.ai/Task/22348,https://onet.org.ai/Task/22380	3
https://tasks.org.ai/Prepare_objectives,_outlines,_or_other_materials_for_courses_of_study,_following_curriculum_guidelines_or_requirements.	tasks.org.ai	Task	Prepare_objectives,_outlines,_or_other_materials_for_courses_of_study,_following_curriculum_guidelines_or_requirements.	Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or requirements.	Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or requirements.	19080	Prepare.objectives	Prepare	objectives			1	https://onet.org.ai/Task/19080	1
https://tasks.org.ai/Attend_professional_meetings,_educational_conferences,_or_teacher_training_workshops_to_maintain_or_improve_professional_competence.	tasks.org.ai	Task	Attend_professional_meetings,_educational_conferences,_or_teacher_training_workshops_to_maintain_or_improve_professional_competence.	Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence.	Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence.	19088	professional.meetings	professional	meetings			1	https://onet.org.ai/Task/19088,https://onet.org.ai/Task/22330,https://onet.org.ai/Task/22360	3
https://tasks.org.ai/Arrange_indoor_or_outdoor_space_to_facilitate_creative_play,_motor-skill_activities,_or_safety.	tasks.org.ai	Task	Arrange_indoor_or_outdoor_space_to_facilitate_creative_play,_motor-skill_activities,_or_safety.	Arrange indoor or outdoor space to facilitate creative play, motor-skill activities, or safety.	Arrange indoor or outdoor space to facilitate creative play, motor-skill activities, or safety.	19063	Arrange.indoor.or.outdoor.space.to.creative.play [Arrange.indoor.to.creative.play,Arrange.outdoor.space.to.creative.play]	Arrange	indoor or outdoor space	to	creative play	1	https://onet.org.ai/Task/19063	1
https://tasks.org.ai/Organize_and_display_students'_work_in_a_manner_appropriate_for_their_perceptual_skills.	tasks.org.ai	Task	Organize_and_display_students'_work_in_a_manner_appropriate_for_their_perceptual_skills.	Organize and display students' work in a manner appropriate for their perceptual skills.	Organize and display students' work in a manner appropriate for their perceptual skills.	19095	Organize.display.students'.work.in.a.manner.appropriate.for.their.perceptual.skills. [Organize.students.work.in.manner.appropriate.perceptual.skills,display.students.work.in.manner.appropriate.perceptual.skills]	Organize	display students' work in a manner appropriate for their perceptual skills.			1	https://onet.org.ai/Task/19095,https://onet.org.ai/Task/22347,https://onet.org.ai/Task/22379	3
https://tasks.org.ai/Present_information_in_audio-visual_or_interactive_formats,_using_computers,_television,_audio-visual_aids,_or_other_equipment,_materials,_or_technologies.	tasks.org.ai	Task	Present_information_in_audio-visual_or_interactive_formats,_using_computers,_television,_audio-visual_aids,_or_other_equipment,_materials,_or_technologies.	Present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies.	Present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies.	19081	Present.information.in.audio	Present	information	in	audio	1	https://onet.org.ai/Task/19081	1
https://tasks.org.ai/Collaborate_with_other_teachers_or_administrators_to_develop,_evaluate,_or_revise_preschool_programs.	tasks.org.ai	Task	Collaborate_with_other_teachers_or_administrators_to_develop,_evaluate,_or_revise_preschool_programs.	Collaborate with other teachers or administrators to develop, evaluate, or revise preschool programs.	Collaborate with other teachers or administrators to develop, evaluate, or revise preschool programs.	19089	Collaborate.with.teachers.administrators	Collaborate		with	teachers administrators	1	https://onet.org.ai/Task/19089	1
https://tasks.org.ai/Plan_and_supervise_experiential_learning_activities,_such_as_class_projects,_field_trips,_or_demonstrations.	tasks.org.ai	Task	Plan_and_supervise_experiential_learning_activities,_such_as_class_projects,_field_trips,_or_demonstrations.	Plan and supervise experiential learning activities, such as class projects, field trips, or demonstrations.	Plan and supervise experiential learning activities, such as class projects, field trips, or demonstrations.	19078	Plan.supervise.experiential.learning.activities,.such.as.class.projects,.field.trips,.or.demonstrations. [Plan.experiential.learning.activities,supervise.experiential.learning.activities]	Plan	supervise experiential learning activities, such as class projects, field trips, or demonstrations.			1	https://onet.org.ai/Task/19078	1
https://tasks.org.ai/Prepare_assignments_for_teacher_assistants_or_volunteers.	tasks.org.ai	Task	Prepare_assignments_for_teacher_assistants_or_volunteers.	Prepare assignments for teacher assistants or volunteers.	Prepare assignments for teacher assistants or volunteers.	19096	Prepare.assignments.for.teacher.assistants.volunteers	Prepare	assignments	for	teacher assistants volunteers	1	https://onet.org.ai/Task/19096,https://onet.org.ai/Task/22351	2
https://tasks.org.ai/Control_the_inventory_or_distribution_of_classroom_equipment,_materials,_or_supplies.	tasks.org.ai	Task	Control_the_inventory_or_distribution_of_classroom_equipment,_materials,_or_supplies.	Control the inventory or distribution of classroom equipment, materials, or supplies.	Control the inventory or distribution of classroom equipment, materials, or supplies.	19091	Control.inventory.or.distribution.of.classroom.equipment [Control.inventory.of.classroom.equipment,Control.distribution.of.classroom.equipment]	Control	inventory or distribution	of	classroom equipment	1	https://onet.org.ai/Task/19091,https://onet.org.ai/Task/22335	2
https://tasks.org.ai/Coordinate_placement_of_students_with_special_needs_into_mainstream_classes.	tasks.org.ai	Task	Coordinate_placement_of_students_with_special_needs_into_mainstream_classes.	Coordinate placement of students with special needs into mainstream classes.	Coordinate placement of students with special needs into mainstream classes.	19092	Coordinate.placement.of.students.special.needs.mainstream.classes	Coordinate	placement	of	students special needs mainstream classes	1	https://onet.org.ai/Task/19092,https://onet.org.ai/Task/22364,https://onet.org.ai/Task/6754,https://onet.org.ai/Task/6801	4
https://tasks.org.ai/Serve_meals_or_snacks_in_accordance_with_nutritional_guidelines.	tasks.org.ai	Task	Serve_meals_or_snacks_in_accordance_with_nutritional_guidelines.	Serve meals or snacks in accordance with nutritional guidelines.	Serve meals or snacks in accordance with nutritional guidelines.	19083	Serve.meals.or.snacks.in.accordance.nutritional.guidelines [Serve.meals.in.accordance.nutritional.guidelines,Serve.snacks.in.accordance.nutritional.guidelines]	Serve	meals or snacks	in	accordance nutritional guidelines	1	https://onet.org.ai/Task/19083	1
https://tasks.org.ai/Administer_standardized_ability_and_achievement_tests_to_kindergarten_students_with_special_needs.	tasks.org.ai	Task	Administer_standardized_ability_and_achievement_tests_to_kindergarten_students_with_special_needs.	Administer standardized ability and achievement tests to kindergarten students with special needs.	Administer standardized ability and achievement tests to kindergarten students with special needs.	22329	Administer.standardized.ability.and.achievement.tests.to.kindergarten.students.special.needs [Administer.standardized.ability.to.kindergarten.students.special.needs,Administer.achievement.tests.to.kindergarten.students.special.needs]	Administer	standardized ability and achievement tests	to	kindergarten students special needs	1	https://onet.org.ai/Task/22329	1
https://tasks.org.ai/Collaborate_with_other_teachers_or_administrators_to_develop,_evaluate,_or_revise_kindergarten_programs.	tasks.org.ai	Task	Collaborate_with_other_teachers_or_administrators_to_develop,_evaluate,_or_revise_kindergarten_programs.	Collaborate with other teachers or administrators to develop, evaluate, or revise kindergarten programs.	Collaborate with other teachers or administrators to develop, evaluate, or revise kindergarten programs.	22331	Collaborate.with.teachers.administrators	Collaborate		with	teachers administrators	1	https://onet.org.ai/Task/22331	1
https://tasks.org.ai/Confer_with_other_staff_members_to_plan,_schedule,_or_conduct_activities_for_a_balanced_program_of_instruction,_demonstration,_and_work_time_that_provides_students_with_opportunities_to_observe,_question,_and_investigate.	tasks.org.ai	Task	Confer_with_other_staff_members_to_plan,_schedule,_or_conduct_activities_for_a_balanced_program_of_instruction,_demonstration,_and_work_time_that_provides_students_with_opportunities_to_observe,_question,_and_investigate.	Confer with other staff members to plan, schedule, or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.	Confer with other staff members to plan, schedule, or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.	22332	Confer.with.staff.members	Confer		with	staff members	1	https://onet.org.ai/Task/22332	1
https://tasks.org.ai/Confer_with_parents,_administrators,_testing_specialists,_social_workers,_or_other_professionals_to_develop_individual_educational_plans_(IEPs)_for_students'_educational,_physical,_or_social_development.	tasks.org.ai	Task	Confer_with_parents,_administrators,_testing_specialists,_social_workers,_or_other_professionals_to_develop_individual_educational_plans_(IEPs)_for_students'_educational,_physical,_or_social_development.	Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, or social development.	Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, or social development.	22333	Confer.with.parents	Confer		with	parents	1	https://onet.org.ai/Task/22333,https://onet.org.ai/Task/22363	2
https://tasks.org.ai/Instruct_students_with_disabilities_in_academic_subjects,_using_a_variety_of_techniques,_such_as_phonetics,_multisensory_learning,_or_repetition_to_reinforce_learning_and_meet_students'_varying_needs.	tasks.org.ai	Task	Instruct_students_with_disabilities_in_academic_subjects,_using_a_variety_of_techniques,_such_as_phonetics,_multisensory_learning,_or_repetition_to_reinforce_learning_and_meet_students'_varying_needs.	Instruct students with disabilities in academic subjects, using a variety of techniques, such as phonetics, multisensory learning, or repetition to reinforce learning and meet students' varying needs.	Instruct students with disabilities in academic subjects, using a variety of techniques, such as phonetics, multisensory learning, or repetition to reinforce learning and meet students' varying needs.	22340	students.with.disabilities.academic.subjects	students		with	disabilities academic subjects	1	https://onet.org.ai/Task/22340,https://onet.org.ai/Task/22371	2
https://tasks.org.ai/Interpret_or_transcribe_classroom_materials_into_Braille_or_sign_language.	tasks.org.ai	Task	Interpret_or_transcribe_classroom_materials_into_Braille_or_sign_language.	Interpret or transcribe classroom materials into Braille or sign language.	Interpret or transcribe classroom materials into Braille or sign language.	22341	Interpret.or.transcribe.classroom.materials.into.Braille.sign.language [Interpret.or.transcribe.classroom.materials.into.Braille.sign.language]	Interpret	or transcribe classroom materials	into	Braille sign language	1	https://onet.org.ai/Task/22341	1
https://tasks.org.ai/Modify_the_general_kindergarten_education_curriculum_for_students_with_disabilities.	tasks.org.ai	Task	Modify_the_general_kindergarten_education_curriculum_for_students_with_disabilities.	Modify the general kindergarten education curriculum for students with disabilities.	Modify the general kindergarten education curriculum for students with disabilities.	22344	Modify.general.kindergarten.education.curriculum.for.students.disabilities	Modify	general kindergarten education curriculum	for	students disabilities	1	https://onet.org.ai/Task/22344	1
https://tasks.org.ai/Plan_or_supervise_experiential_learning_activities,_such_as_class_projects,_field_trips,_demonstrations,_or_visits_by_guest_speakers.	tasks.org.ai	Task	Plan_or_supervise_experiential_learning_activities,_such_as_class_projects,_field_trips,_demonstrations,_or_visits_by_guest_speakers.	Plan or supervise experiential learning activities, such as class projects, field trips, demonstrations, or visits by guest speakers.	Plan or supervise experiential learning activities, such as class projects, field trips, demonstrations, or visits by guest speakers.	22350	Plan.or.supervise.experiential.learning.activities [Plan.or.supervise.experiential.learning.activities]	Plan	or supervise experiential learning activities			1	https://onet.org.ai/Task/22350,https://onet.org.ai/Task/22382	2
https://tasks.org.ai/Prepare_objectives,_outlines,_or_other_materials_for_courses_of_study,_following_curriculum_guidelines_or_school_or_state_requirements.	tasks.org.ai	Task	Prepare_objectives,_outlines,_or_other_materials_for_courses_of_study,_following_curriculum_guidelines_or_school_or_state_requirements.	Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or school or state requirements.	Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or school or state requirements.	22353	Prepare.objectives	Prepare	objectives			1	https://onet.org.ai/Task/22353,https://onet.org.ai/Task/22384	2
https://tasks.org.ai/Prepare,_administer,_or_grade_assignments_to_evaluate_students'_progress.	tasks.org.ai	Task	Prepare,_administer,_or_grade_assignments_to_evaluate_students'_progress.	Prepare, administer, or grade assignments to evaluate students' progress.	Prepare, administer, or grade assignments to evaluate students' progress.	22354	Prepare	Prepare				1	https://onet.org.ai/Task/22354	1
https://tasks.org.ai/Present_information_in_audio-visual_or_interactive_formats,_using_computers,_televisions,_audio-visual_aids,_or_other_equipment,_materials,_or_technologies.	tasks.org.ai	Task	Present_information_in_audio-visual_or_interactive_formats,_using_computers,_televisions,_audio-visual_aids,_or_other_equipment,_materials,_or_technologies.	Present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies.	Present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies.	22355	Present.information.in.audio	Present	information	in	audio	1	https://onet.org.ai/Task/22355	1
https://tasks.org.ai/Visit_schools_to_tutor_students_with_sensory_impairments_or_to_consult_with_teachers_regarding_students'_special_needs.	tasks.org.ai	Task	Visit_schools_to_tutor_students_with_sensory_impairments_or_to_consult_with_teachers_regarding_students'_special_needs.	Visit schools to tutor students with sensory impairments or to consult with teachers regarding students' special needs.	Visit schools to tutor students with sensory impairments or to consult with teachers regarding students' special needs.	22358	schools.to.tutor.students.sensory.impairments.teachers.students.special.needs	schools		to	tutor students sensory impairments teachers students special needs	1	https://onet.org.ai/Task/22358	1
https://tasks.org.ai/Modify_the_general_elementary_education_curriculum_for_students_with_disabilities.	tasks.org.ai	Task	Modify_the_general_elementary_education_curriculum_for_students_with_disabilities.	Modify the general elementary education curriculum for students with disabilities.	Modify the general elementary education curriculum for students with disabilities.	22376	Modify.general.elementary.education.curriculum.for.students.disabilities	Modify	general elementary education curriculum	for	students disabilities	1	https://onet.org.ai/Task/22376	1
https://tasks.org.ai/Establish_and_communicate_clear_objectives_for_all_lessons,_units,_and_projects_to_students.	tasks.org.ai	Task	Establish_and_communicate_clear_objectives_for_all_lessons,_units,_and_projects_to_students.	Establish and communicate clear objectives for all lessons, units, and projects to students.	Establish and communicate clear objectives for all lessons, units, and projects to students.	22367	Establish.communicate.clear.objectives.for.all.lessons,.units,.and.projects.to.students. [Establish.clear.objectives.for.lessons,communicate.clear.objectives.for.lessons]	Establish	communicate clear objectives for all lessons, units, and projects to students.			1	https://onet.org.ai/Task/22367	1
https://tasks.org.ai/Guide_or_counsel_students_with_adjustment_problems,_academic_problems,_or_special_academic_interests.	tasks.org.ai	Task	Guide_or_counsel_students_with_adjustment_problems,_academic_problems,_or_special_academic_interests.	Guide or counsel students with adjustment problems, academic problems, or special academic interests.	Guide or counsel students with adjustment problems, academic problems, or special academic interests.	22369	Guide.or.counsel.students.with.adjustment.problems [Guide.or.counsel.students.with.adjustment.problems]	Guide	or counsel students	with	adjustment problems	1	https://onet.org.ai/Task/22369	1
https://tasks.org.ai/Plan_or_conduct_activities_for_a_balanced_program_of_instruction,_demonstration,_and_work_time_that_provides_students_with_opportunities_to_observe,_question,_and_investigate.	tasks.org.ai	Task	Plan_or_conduct_activities_for_a_balanced_program_of_instruction,_demonstration,_and_work_time_that_provides_students_with_opportunities_to_observe,_question,_and_investigate.	Plan or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.	Plan or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.	22381	Plan.or.conduct.activities.for.instruction [Plan.or.conduct.activities.for.instruction]	Plan	or conduct activities	for	instruction	1	https://onet.org.ai/Task/22381	1
https://tasks.org.ai/Instruct_students_in_daily_living_skills_required_for_independent_maintenance_and_self-sufficiency,_such_as_hygiene,_safety,_or_food_preparation.	tasks.org.ai	Task	Instruct_students_in_daily_living_skills_required_for_independent_maintenance_and_self-sufficiency,_such_as_hygiene,_safety,_or_food_preparation.	Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, or food preparation.	Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, or food preparation.	22372	students.in.living.skills.required.independent.maintenance.self	students		in	living skills required independent maintenance self	1	https://onet.org.ai/Task/22372,https://onet.org.ai/Task/22495	2
https://tasks.org.ai/Collaborate_with_other_teachers_or_administrators_to_develop,_evaluate,_or_revise_elementary_school_programs.	tasks.org.ai	Task	Collaborate_with_other_teachers_or_administrators_to_develop,_evaluate,_or_revise_elementary_school_programs.	Collaborate with other teachers or administrators to develop, evaluate, or revise elementary school programs.	Collaborate with other teachers or administrators to develop, evaluate, or revise elementary school programs.	22361	Collaborate.with.teachers.administrators	Collaborate		with	teachers administrators	1	https://onet.org.ai/Task/22361	1
https://tasks.org.ai/Confer_with_other_staff_members_to_plan_or_schedule_lessons_promoting_learning,_following_approved_curricula.	tasks.org.ai	Task	Confer_with_other_staff_members_to_plan_or_schedule_lessons_promoting_learning,_following_approved_curricula.	Confer with other staff members to plan or schedule lessons promoting learning, following approved curricula.	Confer with other staff members to plan or schedule lessons promoting learning, following approved curricula.	22362	Confer.with.staff.members.lessons	Confer		with	staff members lessons	1	https://onet.org.ai/Task/22362	1
https://tasks.org.ai/Prepare,_administer,_or_grade_tests_or_assignments_to_evaluate_students'_progress.	tasks.org.ai	Task	Prepare,_administer,_or_grade_tests_or_assignments_to_evaluate_students'_progress.	Prepare, administer, or grade tests or assignments to evaluate students' progress.	Prepare, administer, or grade tests or assignments to evaluate students' progress.	22385	Prepare	Prepare				1	https://onet.org.ai/Task/22385	1
https://tasks.org.ai/Interpret_the_results_of_standardized_tests_to_determine_students'_strengths_and_areas_of_need.	tasks.org.ai	Task	Interpret_the_results_of_standardized_tests_to_determine_students'_strengths_and_areas_of_need.	Interpret the results of standardized tests to determine students' strengths and areas of need.	Interpret the results of standardized tests to determine students' strengths and areas of need.	22373	Interpret.results.of.students.strengths.areas.need	Interpret	results	of	students strengths areas need	1	https://onet.org.ai/Task/22373	1
https://tasks.org.ai/Administer_standardized_ability_and_achievement_tests_to_elementary_students_with_special_needs.	tasks.org.ai	Task	Administer_standardized_ability_and_achievement_tests_to_elementary_students_with_special_needs.	Administer standardized ability and achievement tests to elementary students with special needs.	Administer standardized ability and achievement tests to elementary students with special needs.	22359	Administer.standardized.ability.and.achievement.tests.to.elementary.students.special.needs [Administer.standardized.ability.to.elementary.students.special.needs,Administer.achievement.tests.to.elementary.students.special.needs]	Administer	standardized ability and achievement tests	to	elementary students special needs	1	https://onet.org.ai/Task/22359	1
https://tasks.org.ai/Develop_or_write_Individualized_Education_Programs_(IEPs)_for_students.	tasks.org.ai	Task	Develop_or_write_Individualized_Education_Programs_(IEPs)_for_students.	Develop or write Individualized Education Programs (IEPs) for students.	Develop or write Individualized Education Programs (IEPs) for students.	21063	Develop.or.write.Individualized.Education.Programs [Develop.or.write.Individualized.Education.Programs]	Develop	or write Individualized Education Programs			1	https://onet.org.ai/Task/21063	1
https://tasks.org.ai/Develop_and_implement_strategies_to_meet_the_needs_of_students_with_a_variety_of_handicapping_conditions.	tasks.org.ai	Task	Develop_and_implement_strategies_to_meet_the_needs_of_students_with_a_variety_of_handicapping_conditions.	Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.	Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.	6748	Develop.implement.strategies.to.meet.the.needs.of.students.with.a.variety.of.handicapping.conditions. [Develop.strategies.to.needs.students.variety.handicapping.conditions,implement.strategies.to.needs.students.variety.handicapping.conditions]	Develop	implement strategies to meet the needs of students with a variety of handicapping conditions.			1	https://onet.org.ai/Task/6748,https://onet.org.ai/Task/6795	2
https://tasks.org.ai/Instruct_students_in_daily_living_skills_required_for_independent_maintenance_and_self-sufficiency,_such_as_hygiene,_safety,_and_food_preparation.	tasks.org.ai	Task	Instruct_students_in_daily_living_skills_required_for_independent_maintenance_and_self-sufficiency,_such_as_hygiene,_safety,_and_food_preparation.	Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, and food preparation.	Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, and food preparation.	6778	students.in.living.skills.required.independent.maintenance.self	students		in	living skills required independent maintenance self	1	https://onet.org.ai/Task/6778,https://onet.org.ai/Task/6805	2
https://tasks.org.ai/Confer_with_parents,_administrators,_testing_specialists,_social_workers,_and_professionals_to_develop_individual_educational_plans_(IEPs)_for_students'_educational,_physical,_and_social_development.	tasks.org.ai	Task	Confer_with_parents,_administrators,_testing_specialists,_social_workers,_and_professionals_to_develop_individual_educational_plans_(IEPs)_for_students'_educational,_physical,_and_social_development.	Confer with parents, administrators, testing specialists, social workers, and professionals to develop individual educational plans (IEPs) for students' educational, physical, and social development.	Confer with parents, administrators, testing specialists, social workers, and professionals to develop individual educational plans (IEPs) for students' educational, physical, and social development.	6747	Confer.with.parents	Confer		with	parents	1	https://onet.org.ai/Task/6747	1
https://tasks.org.ai/Modify_the_general_education_curriculum_for_students_with_disabilities,_based_upon_a_variety_of_instructional_techniques_and_instructional_technology.	tasks.org.ai	Task	Modify_the_general_education_curriculum_for_students_with_disabilities,_based_upon_a_variety_of_instructional_techniques_and_instructional_technology.	Modify the general education curriculum for students with disabilities, based upon a variety of instructional techniques and instructional technology.	Modify the general education curriculum for students with disabilities, based upon a variety of instructional techniques and instructional technology.	6750	Modify.general.education.curriculum.for.students.disabilities	Modify	general education curriculum	for	students disabilities	1	https://onet.org.ai/Task/6750	1
https://tasks.org.ai/Teach_socially_acceptable_behavior,_employing_techniques_such_as_behavior_modification_and_positive_reinforcement.	tasks.org.ai	Task	Teach_socially_acceptable_behavior,_employing_techniques_such_as_behavior_modification_and_positive_reinforcement.	Teach socially acceptable behavior, employing techniques such as behavior modification and positive reinforcement.	Teach socially acceptable behavior, employing techniques such as behavior modification and positive reinforcement.	6749	Teach.socially.acceptable.behavior	Teach	socially acceptable behavior			1	https://onet.org.ai/Task/6749,https://onet.org.ai/Task/6785	2
https://tasks.org.ai/Teach_students_personal_development_skills,_such_as_goal_setting,_independence,_and_self-advocacy.	tasks.org.ai	Task	Teach_students_personal_development_skills,_such_as_goal_setting,_independence,_and_self-advocacy.	Teach students personal development skills, such as goal setting, independence, and self-advocacy.	Teach students personal development skills, such as goal setting, independence, and self-advocacy.	6760	Teach.students.personal.development.skills	Teach	students personal development skills			1	https://onet.org.ai/Task/6760	1
https://tasks.org.ai/Employ_special_educational_strategies_and_techniques_during_instruction_to_improve_the_development_of_sensory-_and_perceptual-motor_skills,_language,_cognition,_and_memory.	tasks.org.ai	Task	Employ_special_educational_strategies_and_techniques_during_instruction_to_improve_the_development_of_sensory-_and_perceptual-motor_skills,_language,_cognition,_and_memory.	Employ special educational strategies and techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, and memory.	Employ special educational strategies and techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, and memory.	6751	special.educational.strategies.and.techniques.during.instruction.development.sensory [special.educational.strategies.during.instruction.development.sensory,special.techniques.during.instruction.development.sensory]	special	educational strategies and techniques	during	instruction development sensory	1	https://onet.org.ai/Task/6751,https://onet.org.ai/Task/6790	2
https://tasks.org.ai/Maintain_accurate_and_complete_student_records,_and_prepare_reports_on_children_and_activities,_as_required_by_laws,_district_policies,_and_administrative_regulations.	tasks.org.ai	Task	Maintain_accurate_and_complete_student_records,_and_prepare_reports_on_children_and_activities,_as_required_by_laws,_district_policies,_and_administrative_regulations.	Maintain accurate and complete student records, and prepare reports on children and activities, as required by laws, district policies, and administrative regulations.	Maintain accurate and complete student records, and prepare reports on children and activities, as required by laws, district policies, and administrative regulations.	6745	Maintain.accurate.and.complete.student.records [Maintain.accurate,Maintain.complete.student.records]	Maintain	accurate and complete student records			1	https://onet.org.ai/Task/6745,https://onet.org.ai/Task/6784	2
https://tasks.org.ai/Collaborate_with_other_teachers_that_provide_instruction_to_special_education_students_to_ensure_that_the_students_receive_appropriate_support.	tasks.org.ai	Task	Collaborate_with_other_teachers_that_provide_instruction_to_special_education_students_to_ensure_that_the_students_receive_appropriate_support.	Collaborate with other teachers that provide instruction to special education students to ensure that the students receive appropriate support.	Collaborate with other teachers that provide instruction to special education students to ensure that the students receive appropriate support.	21064	Collaborate.with.teachers.instruction.special.education.students.students.appropriate	Collaborate		with	teachers instruction special education students students appropriate	1	https://onet.org.ai/Task/21064	1
https://tasks.org.ai/Monitor_teachers_and_teacher_assistants_to_ensure_that_they_adhere_to_inclusive_special_education_program_requirements.	tasks.org.ai	Task	Monitor_teachers_and_teacher_assistants_to_ensure_that_they_adhere_to_inclusive_special_education_program_requirements.	Monitor teachers and teacher assistants to ensure that they adhere to inclusive special education program requirements.	Monitor teachers and teacher assistants to ensure that they adhere to inclusive special education program requirements.	6763	Monitor.teachers.and.teacher.assistants.to.adhere.inclusive.special.education.requirements [Monitor.teachers.to.adhere.inclusive.special.education.requirements,Monitor.teacher.assistants.to.adhere.inclusive.special.education.requirements]	Monitor	teachers and teacher assistants	to	adhere inclusive special education requirements	1	https://onet.org.ai/Task/6763,https://onet.org.ai/Task/6803	2
https://tasks.org.ai/Meet_with_parents_and_guardians_to_provide_guidance_in_using_community_resources_and_to_teach_skills_for_dealing_with_students'_impairments.	tasks.org.ai	Task	Meet_with_parents_and_guardians_to_provide_guidance_in_using_community_resources_and_to_teach_skills_for_dealing_with_students'_impairments.	Meet with parents and guardians to provide guidance in using community resources and to teach skills for dealing with students' impairments.	Meet with parents and guardians to provide guidance in using community resources and to teach skills for dealing with students' impairments.	6766	Meet.with.parents.guardians.guidance.community.skills.dealing.students.impairments	Meet		with	parents guardians guidance community skills dealing students impairments	1	https://onet.org.ai/Task/6766,https://onet.org.ai/Task/6806	2
https://tasks.org.ai/Provide_additional_instruction_in_vocational_areas.	tasks.org.ai	Task	Provide_additional_instruction_in_vocational_areas.	Provide additional instruction in vocational areas.	Provide additional instruction in vocational areas.	6781	Provide.additional.instruction.in.vocational.areas	Provide	additional instruction	in	vocational areas	1	https://onet.org.ai/Task/6781,https://onet.org.ai/Task/6807	2
