ns	type	id	name	description	code	taskType
onet.org.ai	Task	Prescribe_Medication_Dosages_Routes_And_Frequencies_Based_On_Such_Patient_Characteristics_As_Age_And_Gender	Prescribe medication dosages, routes, and frequencies, based on such patient characteristics as age and gender.	Prescribe medication dosages, routes, and frequencies, based on such patient characteristics as age and gender.	18396	Core
onet.org.ai	Task	Diagnose_Or_Treat_Chronic_Health_Care_Problems_Such_As_High_Blood_Pressure_And_Diabetes	Diagnose or treat chronic health care problems, such as high blood pressure and diabetes.	Diagnose or treat chronic health care problems, such as high blood pressure and diabetes.	18384	Core
onet.org.ai	Task	Prescribe_Medications_Based_On_Efficacy_Safety_And_Cost_As_Legally_Authorized	Prescribe medications based on efficacy, safety, and cost as legally authorized.	Prescribe medications based on efficacy, safety, and cost as legally authorized.	18392	Core
onet.org.ai	Task	Recommend_Diagnostic_Or_Therapeutic_Interventions_With_Attention_To_Safety_Cost_Invasiveness_Simplicity_Acceptability_Adherence_And_Efficacy	Recommend diagnostic or therapeutic interventions with attention to safety, cost, invasiveness, simplicity, acceptability, adherence, and efficacy.	Recommend diagnostic or therapeutic interventions with attention to safety, cost, invasiveness, simplicity, acceptability, adherence, and efficacy.	18394	Core
onet.org.ai	Task	Detect_And_Respond_To_Adverse_Drug_Reactions_With_Special_Attention_To_Vulnerable_Populations_Such_As_Infants_Children_Pregnant_And_Lactating_Women_Or_Older_Adults	Detect and respond to adverse drug reactions, with special attention to vulnerable populations such as infants, children, pregnant and lactating women, or older adults.	Detect and respond to adverse drug reactions, with special attention to vulnerable populations such as infants, children, pregnant and lactating women, or older adults.	18388	Core
onet.org.ai	Task	Diagnose_Or_Treat_Acute_Health_Care_Problems_Such_As_Illnesses_Infections_Or_Injuries	Diagnose or treat acute health care problems, such as illnesses, infections, or injuries.	Diagnose or treat acute health care problems, such as illnesses, infections, or injuries.	18383	Core
onet.org.ai	Task	Counsel_Patients_About_Drug_Regimens_And_Possible_Side_Effects_Or_Interactions_With_Other_Substances_Such_As_Food_Supplements_Over_The_Counter_Otc_Medications_Or_Herbal_Remedies	Counsel patients about drug regimens and possible side effects or interactions with other substances, such as food supplements, over-the-counter (OTC) medications, or herbal remedies.	Counsel patients about drug regimens and possible side effects or interactions with other substances, such as food supplements, over-the-counter (OTC) medications, or herbal remedies.	18380	Core
onet.org.ai	Task	Order_Perform_Or_Interpret_The_Results_Of_Diagnostic_Tests_Such_As_Complete_Blood_Counts_Cbcs_Electrocardiograms_Ekgs_And_Radiographs_X_Rays	Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).	Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).	18381	Core
onet.org.ai	Task	Educate_Patients_About_Self_Management_Of_Acute_Or_Chronic_Illnesses_Tailoring_Instructions_To_Patients_Individual_Circumstances	Educate patients about self-management of acute or chronic illnesses, tailoring instructions to patients' individual circumstances.	Educate patients about self-management of acute or chronic illnesses, tailoring instructions to patients' individual circumstances.	18378	Core
onet.org.ai	Task	Maintain_Current_Knowledge_Of_State_Legal_Regulations_For_Nurse_Practitioner_Practice_Including_Reimbursement_Of_Services	Maintain current knowledge of state legal regulations for nurse practitioner practice, including reimbursement of services.	Maintain current knowledge of state legal regulations for nurse practitioner practice, including reimbursement of services.	18402	Core
onet.org.ai	Task	Recommend_Interventions_To_Modify_Behavior_Associated_With_Health_Risks	Recommend interventions to modify behavior associated with health risks.	Recommend interventions to modify behavior associated with health risks.	18395	Core
onet.org.ai	Task	Treat_Or_Refer_Patients_For_Primary_Care_Conditions_Such_As_Headaches_Hypertension_Urinary_Tract_Infections_Upper_Respiratory_Infections_And_Dermatological_Conditions	Treat or refer patients for primary care conditions, such as headaches, hypertension, urinary tract infections, upper respiratory infections, and dermatological conditions.	Treat or refer patients for primary care conditions, such as headaches, hypertension, urinary tract infections, upper respiratory infections, and dermatological conditions.	18386	Core
onet.org.ai	Task	Schedule_Follow_Up_Visits_To_Monitor_Patients_Or_Evaluate_Health_Or_Illness_Care	Schedule follow-up visits to monitor patients or evaluate health or illness care.	Schedule follow-up visits to monitor patients or evaluate health or illness care.	18379	Core
onet.org.ai	Task	Perform_Routine_Or_Annual_Physical_Examinations	Perform routine or annual physical examinations.	Perform routine or annual physical examinations.	18391	Core
onet.org.ai	Task	Maintain_Departmental_Policies_And_Procedures_In_Areas_Such_As_Safety_And_Infection_Control	Maintain departmental policies and procedures in areas such as safety and infection control.	Maintain departmental policies and procedures in areas such as safety and infection control.	18403	Core
onet.org.ai	Task	Advocate_For_Accessible_Health_Care_That_Minimizes_Environmental_Health_Risks	Advocate for accessible health care that minimizes environmental health risks.	Advocate for accessible health care that minimizes environmental health risks.	18397	Core
onet.org.ai	Task	Perform_Primary_Care_Procedures_Such_As_Suturing_Splinting_Administering_Immunizations_Taking_Cultures_And_Debriding_Wounds	Perform primary care procedures such as suturing, splinting, administering immunizations, taking cultures, and debriding wounds.	Perform primary care procedures such as suturing, splinting, administering immunizations, taking cultures, and debriding wounds.	18390	Core
onet.org.ai	Task	Provide_Patients_Or_Caregivers_With_Assistance_In_Locating_Health_Care_Resources	Provide patients or caregivers with assistance in locating health care resources.	Provide patients or caregivers with assistance in locating health care resources.	18398	Core
onet.org.ai	Task	Keep_Abreast_Of_Regulatory_Processes_And_Payer_Systems_Such_As_Medicare_Medicaid_Managed_Care_And_Private_Sources	Keep abreast of regulatory processes and payer systems, such as Medicare, Medicaid, managed care, and private sources.	Keep abreast of regulatory processes and payer systems, such as Medicare, Medicaid, managed care, and private sources.	18401	Core
onet.org.ai	Task	Supervise_Or_Coordinate_Patient_Care_Or_Support_Staff_Activities	Supervise or coordinate patient care or support staff activities.	Supervise or coordinate patient care or support staff activities.	18404	Core
onet.org.ai	Task	Maintain_Patient_Records_At_All_Stages_Including_Initial_And_Subsequent_Evaluation_And_Treatment_Activities	Maintain patient records at all stages, including initial and subsequent evaluation and treatment activities.	Maintain patient records at all stages, including initial and subsequent evaluation and treatment activities.	18690	Core
onet.org.ai	Task	Evaluate_Hearing_And_Balance_Disorders_To_Determine_Diagnoses_And_Courses_Of_Treatment	Evaluate hearing and balance disorders to determine diagnoses and courses of treatment.	Evaluate hearing and balance disorders to determine diagnoses and courses of treatment.	18673	Core
onet.org.ai	Task	Fit_Dispense_And_Repair_Assistive_Devices_Such_As_Hearing_Aids	Fit, dispense, and repair assistive devices, such as hearing aids.	Fit, dispense, and repair assistive devices, such as hearing aids.	18681	Core
onet.org.ai	Task	Administer_Hearing_Tests_And_Examine_Patients_To_Collect_Information_On_Type_And_Degree_Of_Impairment_Using_Specialized_Instruments_And_Electronic_Equipment	Administer hearing tests and examine patients to collect information on type and degree of impairment, using specialized instruments and electronic equipment.	Administer hearing tests and examine patients to collect information on type and degree of impairment, using specialized instruments and electronic equipment.	18678	Core
onet.org.ai	Task	Monitor_Patients_Progress_And_Provide_Ongoing_Observation_Of_Hearing_Or_Balance_Status	Monitor patients' progress and provide ongoing observation of hearing or balance status.	Monitor patients' progress and provide ongoing observation of hearing or balance status.	18686	Core
onet.org.ai	Task	Instruct_Patients_Parents_Teachers_Or_Employers_In_Communication_Strategies_To_Maximize_Effective_Receptive_Communication	Instruct patients, parents, teachers, or employers in communication strategies to maximize effective receptive communication.	Instruct patients, parents, teachers, or employers in communication strategies to maximize effective receptive communication.	18684	Core
onet.org.ai	Task	Counsel_And_Instruct_Patients_And_Their_Families_In_Techniques_To_Improve_Hearing_And_Communication_Related_To_Hearing_Loss	Counsel and instruct patients and their families in techniques to improve hearing and communication related to hearing loss.	Counsel and instruct patients and their families in techniques to improve hearing and communication related to hearing loss.	18672	Core
onet.org.ai	Task	Refer_Patients_To_Additional_Medical_Or_Educational_Services_If_Needed	Refer patients to additional medical or educational services, if needed.	Refer patients to additional medical or educational services, if needed.	18688	Core
onet.org.ai	Task	Participate_In_Conferences_Or_Training_To_Update_Or_Share_Knowledge_Of_New_Hearing_Or_Balance_Disorder_Treatment_Methods_Or_Technologies	Participate in conferences or training to update or share knowledge of new hearing or balance disorder treatment methods or technologies.	Participate in conferences or training to update or share knowledge of new hearing or balance disorder treatment methods or technologies.	18675	Core
onet.org.ai	Task	Examine_And_Clean_Patients_Ear_Canals	Examine and clean patients' ear canals.	Examine and clean patients' ear canals.	7870	Core
onet.org.ai	Task	Recommend_Assistive_Devices_According_To_Patients_Needs_Or_Nature_Of_Impairments	Recommend assistive devices according to patients' needs or nature of impairments.	Recommend assistive devices according to patients' needs or nature of impairments.	18680	Core
onet.org.ai	Task	Advise_Educators_Or_Other_Medical_Staff_On_Hearing_Or_Balance_Topics	Advise educators or other medical staff on hearing or balance topics.	Advise educators or other medical staff on hearing or balance topics.	18682	Core
onet.org.ai	Task	Program_And_Monitor_Cochlear_Implants_To_Fit_The_Needs_Of_Patients	Program and monitor cochlear implants to fit the needs of patients.	Program and monitor cochlear implants to fit the needs of patients.	18674	Core
onet.org.ai	Task	Educate_And_Supervise_Audiology_Students_And_Health_Care_Personnel	Educate and supervise audiology students and health care personnel.	Educate and supervise audiology students and health care personnel.	7872	Core
onet.org.ai	Task	Plan_And_Conduct_Treatment_Programs_For_Patients_Hearing_Or_Balance_Problems_Consulting_With_Educators_Physicians_Nurses_Psychologists_Speech_Language_Pathologists_And_Other_Health_Care_Personnel_As_Necessary	Plan and conduct treatment programs for patients' hearing or balance problems, consulting with educators, physicians, nurses, psychologists, speech-language pathologists, and other health care personnel, as necessary.	Plan and conduct treatment programs for patients' hearing or balance problems, consulting with educators, physicians, nurses, psychologists, speech-language pathologists, and other health care personnel, as necessary.	18677	Core
onet.org.ai	Task	Work_With_Multidisciplinary_Teams_To_Assess_And_Rehabilitate_Recipients_Of_Implanted_Hearing_Devices_Through_Auditory_Training_And_Counseling	Work with multidisciplinary teams to assess and rehabilitate recipients of implanted hearing devices through auditory training and counseling.	Work with multidisciplinary teams to assess and rehabilitate recipients of implanted hearing devices through auditory training and counseling.	18685	Core
onet.org.ai	Task	Conduct_Or_Direct_Research_On_Hearing_Or_Balance_Topics_And_Report_Findings_To_Help_In_The_Development_Of_Procedures_Technology_Or_Treatments	Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.	Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.	18676	Core
onet.org.ai	Task	Perform_Administrative_Tasks_Such_As_Managing_Office_Functions_And_Finances	Perform administrative tasks, such as managing office functions and finances.	Perform administrative tasks, such as managing office functions and finances.	18689	Core
onet.org.ai	Task	Provide_Information_To_The_Public_On_Hearing_Or_Balance_Topics	Provide information to the public on hearing or balance topics.	Provide information to the public on hearing or balance topics.	18683	Core
onet.org.ai	Task	Engage_In_Marketing_Activities_Such_As_Developing_Marketing_Plans_To_Promote_Business_For_Private_Practices	Engage in marketing activities, such as developing marketing plans, to promote business for private practices.	Engage in marketing activities, such as developing marketing plans, to promote business for private practices.	18679	Core
onet.org.ai	Task	Measure_Noise_Levels_In_Workplaces_And_Conduct_Hearing_Conservation_Programs_In_Industry_Military_Schools_And_Communities	Measure noise levels in workplaces and conduct hearing conservation programs in industry, military, schools, and communities.	Measure noise levels in workplaces and conduct hearing conservation programs in industry, military, schools, and communities.	18687	Core
onet.org.ai	Task	Develop_And_Supervise_Hearing_Screening_Programs	Develop and supervise hearing screening programs.	Develop and supervise hearing screening programs.	7875	Core
onet.org.ai	Task	Monitor_Patient_Before_During_And_After_Anesthesia_And_Counteract_Adverse_Reactions_Or_Complications	Monitor patient before, during, and after anesthesia and counteract adverse reactions or complications.	Monitor patient before, during, and after anesthesia and counteract adverse reactions or complications.	7754	Core
onet.org.ai	Task	Record_Type_And_Amount_Of_Anesthesia_And_Patient_Condition_Throughout_Procedure	Record type and amount of anesthesia and patient condition throughout procedure.	Record type and amount of anesthesia and patient condition throughout procedure.	7756	Core
onet.org.ai	Task	Provide_And_Maintain_Life_Support_And_Airway_Management_And_Help_Prepare_Patients_For_Emergency_Surgery	Provide and maintain life support and airway management and help prepare patients for emergency surgery.	Provide and maintain life support and airway management and help prepare patients for emergency surgery.	7755	Core
onet.org.ai	Task	Administer_Anesthetic_Or_Sedation_During_Medical_Procedures_Using_Local_Intravenous_Spinal_Or_Caudal_Methods	Administer anesthetic or sedation during medical procedures, using local, intravenous, spinal, or caudal methods.	Administer anesthetic or sedation during medical procedures, using local, intravenous, spinal, or caudal methods.	7753	Core
onet.org.ai	Task	Examine_Patient_Obtain_Medical_History_And_Use_Diagnostic_Tests_To_Determine_Risk_During_Surgical_Obstetrical_And_Other_Medical_Procedures	Examine patient, obtain medical history, and use diagnostic tests to determine risk during surgical, obstetrical, and other medical procedures.	Examine patient, obtain medical history, and use diagnostic tests to determine risk during surgical, obstetrical, and other medical procedures.	7757	Core
onet.org.ai	Task	Position_Patient_On_Operating_Table_To_Maximize_Patient_Comfort_And_Surgical_Accessibility	Position patient on operating table to maximize patient comfort and surgical accessibility.	Position patient on operating table to maximize patient comfort and surgical accessibility.	7758	Core
onet.org.ai	Task	Coordinate_Administration_Of_Anesthetics_With_Surgeons_During_Operation	Coordinate administration of anesthetics with surgeons during operation.	Coordinate administration of anesthetics with surgeons during operation.	7760	Core
onet.org.ai	Task	Decide_When_Patients_Have_Recovered_Or_Stabilized_Enough_To_Be_Sent_To_Another_Room_Or_Ward_Or_To_Be_Sent_Home_Following_Outpatient_Surgery	Decide when patients have recovered or stabilized enough to be sent to another room or ward or to be sent home following outpatient surgery.	Decide when patients have recovered or stabilized enough to be sent to another room or ward or to be sent home following outpatient surgery.	7759	Core
onet.org.ai	Task	Confer_With_Other_Medical_Professionals_To_Determine_Type_And_Method_Of_Anesthetic_Or_Sedation_To_Render_Patient_Insensible_To_Pain	Confer with other medical professionals to determine type and method of anesthetic or sedation to render patient insensible to pain.	Confer with other medical professionals to determine type and method of anesthetic or sedation to render patient insensible to pain.	7761	Core
onet.org.ai	Task	Order_Laboratory_Tests_X_Rays_And_Other_Diagnostic_Procedures	Order laboratory tests, x-rays, and other diagnostic procedures.	Order laboratory tests, x-rays, and other diagnostic procedures.	7763	Core
onet.org.ai	Task	Inform_Students_And_Staff_Of_Types_And_Methods_Of_Anesthesia_Administration_Signs_Of_Complications_And_Emergency_Methods_To_Counteract_Reactions	Inform students and staff of types and methods of anesthesia administration, signs of complications, and emergency methods to counteract reactions.	Inform students and staff of types and methods of anesthesia administration, signs of complications, and emergency methods to counteract reactions.	7767	Core
onet.org.ai	Task	Provide_Medical_Care_And_Consultation_In_Many_Settings_Prescribing_Medication_And_Treatment_And_Referring_Patients_For_Surgery	Provide medical care and consultation in many settings, prescribing medication and treatment and referring patients for surgery.	Provide medical care and consultation in many settings, prescribing medication and treatment and referring patients for surgery.	7766	Core
onet.org.ai	Task	Manage_Anesthesiological_Services_Coordinating_Them_With_Other_Medical_Activities_And_Formulating_Plans_And_Procedures	Manage anesthesiological services, coordinating them with other medical activities and formulating plans and procedures.	Manage anesthesiological services, coordinating them with other medical activities and formulating plans and procedures.	7765	Core
onet.org.ai	Task	Diagnose_Illnesses_Using_Examinations_Tests_And_Reports	Diagnose illnesses, using examinations, tests, and reports.	Diagnose illnesses, using examinations, tests, and reports.	7764	Core
onet.org.ai	Task	Coordinate_And_Direct_Work_Of_Nurses_Medical_Technicians_And_Other_Health_Care_Providers	Coordinate and direct work of nurses, medical technicians, and other health care providers.	Coordinate and direct work of nurses, medical technicians, and other health care providers.	7762	Core
onet.org.ai	Task	Instruct_Individuals_And_Groups_On_Ways_To_Preserve_Health_And_Prevent_Disease	Instruct individuals and groups on ways to preserve health and prevent disease.	Instruct individuals and groups on ways to preserve health and prevent disease.	7769	Core
onet.org.ai	Task	Schedule_And_Maintain_Use_Of_Surgical_Suite_Including_Operating_Wash_Up_Waiting_Rooms_Or_Anesthetic_And_Sterilizing_Equipment	Schedule and maintain use of surgical suite, including operating, wash-up, waiting rooms, or anesthetic and sterilizing equipment.	Schedule and maintain use of surgical suite, including operating, wash-up, waiting rooms, or anesthetic and sterilizing equipment.	7768	Supplemental
onet.org.ai	Task	Conduct_Medical_Research_To_Aid_In_Controlling_And_Curing_Disease_To_Investigate_New_Medications_And_To_Develop_And_Test_New_Medical_Techniques	Conduct medical research to aid in controlling and curing disease, to investigate new medications, and to develop and test new medical techniques.	Conduct medical research to aid in controlling and curing disease, to investigate new medications, and to develop and test new medical techniques.	7770	Supplemental
onet.org.ai	Task	Administer_Emergency_Cardiac_Care_For_Life_Threatening_Heart_Problems_Such_As_Cardiac_Arrest_And_Heart_Attack	Administer emergency cardiac care for life-threatening heart problems, such as cardiac arrest and heart attack.	Administer emergency cardiac care for life-threatening heart problems, such as cardiac arrest and heart attack.	22689	n/a
onet.org.ai	Task	Advise_Patients_And_Community_Members_Concerning_Diet_Activity_Hygiene_Or_Disease_Prevention	Advise patients and community members concerning diet, activity, hygiene, or disease prevention.	Advise patients and community members concerning diet, activity, hygiene, or disease prevention.	22690	n/a
onet.org.ai	Task	Answer_Questions_That_Patients_Have_About_Their_Health_And_Well_Being	Answer questions that patients have about their health and well-being.	Answer questions that patients have about their health and well-being.	22691	n/a
onet.org.ai	Task	Calculate_Valve_Areas_From_Blood_Flow_Velocity_Measurements	Calculate valve areas from blood flow velocity measurements.	Calculate valve areas from blood flow velocity measurements.	22692	n/a
onet.org.ai	Task	Compare_Measurements_Of_Heart_Wall_Thickness_And_Chamber_Sizes_To_Standards_To_Identify_Abnormalities_Using_The_Results_Of_An_Echocardiogram	Compare measurements of heart wall thickness and chamber sizes to standards to identify abnormalities, using the results of an echocardiogram.	Compare measurements of heart wall thickness and chamber sizes to standards to identify abnormalities, using the results of an echocardiogram.	22693	n/a
onet.org.ai	Task	Conduct_Electrocardiogram_Ekg_Phonocardiogram_Echocardiogram_Or_Other_Cardiovascular_Tests_To_Record_Patients_Cardiac_Activity_Using_Specialized_Electronic_Test_Equipment_Recording_Devices_Or_Laboratory_Instruments	Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.	Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.	22694	n/a
onet.org.ai	Task	Conduct_Exercise_Electrocardiogram_Tests_To_Monitor_Cardiovascular_Activity_Under_Stress	Conduct exercise electrocardiogram tests to monitor cardiovascular activity under stress.	Conduct exercise electrocardiogram tests to monitor cardiovascular activity under stress.	22695	n/a
onet.org.ai	Task	Conduct_Research_To_Develop_Or_Test_Medications_Treatments_Or_Procedures_That_Prevent_Or_Control_Disease_Or_Injury	Conduct research to develop or test medications, treatments, or procedures that prevent or control disease or injury.	Conduct research to develop or test medications, treatments, or procedures that prevent or control disease or injury.	22696	n/a
onet.org.ai	Task	Conduct_Tests_Of_The_Pulmonary_System_Using_A_Spirometer_Or_Other_Respiratory_Testing_Equipment	Conduct tests of the pulmonary system, using a spirometer or other respiratory testing equipment.	Conduct tests of the pulmonary system, using a spirometer or other respiratory testing equipment.	22697	n/a
onet.org.ai	Task	Design_And_Explain_Treatment_Plans_Based_On_Patient_Information_Such_As_Medical_History_Reports_And_Examination_Results	Design and explain treatment plans, based on patient information such as medical history, reports, and examination results.	Design and explain treatment plans, based on patient information such as medical history, reports, and examination results.	22698	n/a
onet.org.ai	Task	Diagnose_Cardiovascular_Conditions_Using_Cardiac_Catheterization	Diagnose cardiovascular conditions, using cardiac catheterization.	Diagnose cardiovascular conditions, using cardiac catheterization.	22699	n/a
onet.org.ai	Task	Diagnose_Medical_Conditions_Of_Patients_Using_Records_Reports_Test_Results_Or_Examination_Information	Diagnose medical conditions of patients, using records, reports, test results, or examination information.	Diagnose medical conditions of patients, using records, reports, test results, or examination information.	22700	n/a
onet.org.ai	Task	Explain_Procedures_And_Discuss_Test_Results_Or_Prescribed_Treatments_With_Patients	Explain procedures and discuss test results or prescribed treatments with patients.	Explain procedures and discuss test results or prescribed treatments with patients.	22701	n/a
onet.org.ai	Task	Inject_Contrast_Media_Into_Patients_Blood_Vessels	Inject contrast media into patients' blood vessels.	Inject contrast media into patients' blood vessels.	22702	n/a
onet.org.ai	Task	Monitor_Patient_Progress_Following_Cardiac_Surgery	Monitor patient progress following cardiac surgery.	Monitor patient progress following cardiac surgery.	22703	n/a
onet.org.ai	Task	Monitor_Patients_Conditions_And_Progress_And_Reevaluate_Treatments_As_Necessary	Monitor patients' conditions and progress, and reevaluate treatments, as necessary.	Monitor patients' conditions and progress, and reevaluate treatments, as necessary.	22704	n/a
onet.org.ai	Task	Observe_Ultrasound_Display_Screen_And_Listen_To_Signals_To_Record_Vascular_Information_Such_As_Blood_Pressure_Limb_Volume_Changes_Oxygen_Saturation_And_Cerebral_Circulation	Observe ultrasound display screen, and listen to signals to record vascular information, such as blood pressure, limb volume changes, oxygen saturation, and cerebral circulation.	Observe ultrasound display screen, and listen to signals to record vascular information, such as blood pressure, limb volume changes, oxygen saturation, and cerebral circulation.	22705	n/a
onet.org.ai	Task	Obtain_And_Record_Patient_Information_Including_Patient_Identification_Medical_History_And_Examination_Results	Obtain and record patient information, including patient identification, medical history, and examination results.	Obtain and record patient information, including patient identification, medical history, and examination results.	22706	n/a
onet.org.ai	Task	Operate_Diagnostic_Imaging_Equipment_To_Produce_Contrast_Enhanced_Radiographs_Of_Heart_And_Cardiovascular_System	Operate diagnostic imaging equipment to produce contrast-enhanced radiographs of heart and cardiovascular system.	Operate diagnostic imaging equipment to produce contrast-enhanced radiographs of heart and cardiovascular system.	22707	n/a
onet.org.ai	Task	Order_Medical_Tests_Such_As_Echocardiograms_Electrocardiograms_And_Angiograms	Order medical tests, such as echocardiograms, electrocardiograms, and angiograms.	Order medical tests, such as echocardiograms, electrocardiograms, and angiograms.	22708	n/a
onet.org.ai	Task	Perform_Minimally_Invasive_Surgical_Procedures_Such_As_Implanting_Pacemakers_And_Defibrillators	Perform minimally invasive surgical procedures, such as implanting pacemakers and defibrillators.	Perform minimally invasive surgical procedures, such as implanting pacemakers and defibrillators.	22709	n/a
onet.org.ai	Task	Perform_Vascular_Procedures_Such_As_Balloon_Angioplasty_And_Stents	Perform vascular procedures, such as balloon angioplasty and stents.	Perform vascular procedures, such as balloon angioplasty and stents.	22710	n/a
onet.org.ai	Task	Prescribe_Heart_Medication_To_Treat_Or_Prevent_Heart_Problems	Prescribe heart medication to treat or prevent heart problems.	Prescribe heart medication to treat or prevent heart problems.	22711	n/a
onet.org.ai	Task	Recommend_Surgeons_Or_Surgical_Procedures	Recommend surgeons or surgical procedures.	Recommend surgeons or surgical procedures.	22712	n/a
onet.org.ai	Task	Supervise_Or_Train_Cardiology_Technologists_Or_Students	Supervise or train cardiology technologists or students.	Supervise or train cardiology technologists or students.	22713	n/a
onet.org.ai	Task	Talk_To_Other_Physicians_About_Patients_To_Create_A_Treatment_Plan	Talk to other physicians about patients to create a treatment plan.	Talk to other physicians about patients to create a treatment plan.	22714	n/a
onet.org.ai	Task	Conduct_Complete_Skin_Examinations	Conduct complete skin examinations.	Conduct complete skin examinations.	17094	Core
onet.org.ai	Task	Diagnose_And_Treat_Pigmented_Lesions_Such_As_Common_Acquired_Nevi_Congenital_Nevi_Dysplastic_Nevi_Spitz_Nevi_Blue_Nevi_Or_Melanoma	Diagnose and treat pigmented lesions such as common acquired nevi, congenital nevi, dysplastic nevi, Spitz nevi, blue nevi, or melanoma.	Diagnose and treat pigmented lesions such as common acquired nevi, congenital nevi, dysplastic nevi, Spitz nevi, blue nevi, or melanoma.	17092	Core
onet.org.ai	Task	Perform_Incisional_Biopsies_To_Diagnose_Melanoma	Perform incisional biopsies to diagnose melanoma.	Perform incisional biopsies to diagnose melanoma.	17091	Core
onet.org.ai	Task	Perform_Skin_Surgery_To_Improve_Appearance_Make_Early_Diagnoses_Or_Control_Diseases_Such_As_Skin_Cancer	Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.	Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.	17090	Core
onet.org.ai	Task	Counsel_Patients_On_Topics_Such_As_The_Need_For_Annual_Dermatologic_Screenings_Sun_Protection_Skin_Cancer_Awareness_Or_Skin_And_Lymph_Node_Self_Examinations	Counsel patients on topics such as the need for annual dermatologic screenings, sun protection, skin cancer awareness, or skin and lymph node self-examinations.	Counsel patients on topics such as the need for annual dermatologic screenings, sun protection, skin cancer awareness, or skin and lymph node self-examinations.	17093	Core
onet.org.ai	Task	Diagnose_And_Treat_Skin_Conditions_Such_As_Acne_Dandruff_Athletes_Foot_Moles_Psoriasis_Or_Skin_Cancer	Diagnose and treat skin conditions such as acne, dandruff, athlete's foot, moles, psoriasis, or skin cancer.	Diagnose and treat skin conditions such as acne, dandruff, athlete's foot, moles, psoriasis, or skin cancer.	17095	Core
onet.org.ai	Task	Record_Patients_Health_Histories	Record patients' health histories.	Record patients' health histories.	17078	Core
onet.org.ai	Task	Recommend_Diagnostic_Tests_Based_On_Patients_Histories_And_Physical_Examination_Findings	Recommend diagnostic tests based on patients' histories and physical examination findings.	Recommend diagnostic tests based on patients' histories and physical examination findings.	17085	Core
onet.org.ai	Task	Prescribe_Hormonal_Agents_Or_Topical_Treatments_Such_As_Contraceptives_Spironolactone_Antiandrogens_Oral_Corticosteroids_Retinoids_Benzoyl_Peroxide_Or_Antibiotics	Prescribe hormonal agents or topical treatments such as contraceptives, spironolactone, antiandrogens, oral corticosteroids, retinoids, benzoyl peroxide, or antibiotics.	Prescribe hormonal agents or topical treatments such as contraceptives, spironolactone, antiandrogens, oral corticosteroids, retinoids, benzoyl peroxide, or antibiotics.	17089	Core
onet.org.ai	Task	Conduct_Or_Order_Diagnostic_Tests_Such_As_Chest_Radiographs_X_Rays_Microbiologic_Tests_Or_Endocrinologic_Tests	Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.	Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.	17084	Core
onet.org.ai	Task	Read_Current_Literature_Talk_With_Colleagues_And_Participate_In_Professional_Organizations_Or_Conferences_To_Keep_Abreast_Of_Developments_In_Dermatology	Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in dermatology.	Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in dermatology.	17081	Core
onet.org.ai	Task	Provide_Dermatologic_Consultation_To_Other_Health_Professionals	Provide dermatologic consultation to other health professionals.	Provide dermatologic consultation to other health professionals.	17079	Core
onet.org.ai	Task	Refer_Patients_To_Other_Specialists_As_Needed	Refer patients to other specialists, as needed.	Refer patients to other specialists, as needed.	17077	Core
onet.org.ai	Task	Instruct_Interns_Or_Residents_In_Diagnosis_And_Treatment_Of_Dermatological_Diseases	Instruct interns or residents in diagnosis and treatment of dermatological diseases.	Instruct interns or residents in diagnosis and treatment of dermatological diseases.	17082	Core
onet.org.ai	Task	Provide_Therapies_Such_As_Intralesional_Steroids_Chemical_Peels_Or_Comodo_Removal_To_Treat_Age_Spots_Sun_Damage_Rough_Skin_Discolored_Skin_Or_Oily_Skin	Provide therapies such as intralesional steroids, chemical peels, or comodo removal to treat age spots, sun damage, rough skin, discolored skin, or oily skin.	Provide therapies such as intralesional steroids, chemical peels, or comodo removal to treat age spots, sun damage, rough skin, discolored skin, or oily skin.	17087	Core
